"topic_id","description","link","members","topic_name","urlkey","main_topic_id"
"25356","not_found","http://baseball-at-a-sports-bar.meetup.com/","9307","Baseball at a sports bar","baseball-at-a-sports-bar","10451"
"25439","not_found","http://pet-sitting-exchange.meetup.com/","0","Pet Sitting Exchange","pet-sitting-exchange","53052"
"25478","not_found","http://r-b-music.meetup.com/","6930","R & B Music","r-b-music","15018"
"25498","not_found","http://world-and-alternative-music.meetup.com/","0","World and Alternative Music","world-and-alternative-music","15018"
"25526","not_found","http://afro-cuban-music.meetup.com/","8643","Afro-Cuban Music","afro-cuban-music","15018"
"25544","not_found","http://japanese-language.meetup.com/","1120631","Japanese Language","japanese-language","10454"
"25565","not_found","http://pet-training.meetup.com/","0","Pet Training","pet-training","53052"
"25566","not_found","http://pet-food-banks-for-these-hard-times.meetup.com/","0","Pet Food Banks For These Hard Times","pet-food-banks-for-these-hard-times","53052"
"25596","not_found","http://newage-spirituality.meetup.com/","194","NewAge Spirituality","newage-spirituality","10290"
"25623","not_found","http://natural-pet-health.meetup.com/","3412","Natural Pet Health","natural-pet-health","53052"
"25647","not_found","http://ahwatukee-business-networking.meetup.com/","0","Ahwatukee Business Networking","ahwatukee-business-networking","15236"
"25666","not_found","http://spiritual-wellness.meetup.com/","2315","Spiritual Wellness","spiritual-wellness","10290"
"25667","not_found","http://spiritual-exploration.meetup.com/","1935","Spiritual Exploration","spiritual-exploration","10290"
"25698","not_found","http://english-language.meetup.com/","3490069","English Language","english-language","10454"
"25757","not_found","http://pet-food.meetup.com/","0","Pet Food","pet-food","53052"
"25759","not_found","http://casino-gaming.meetup.com/","1312","Casino Gaming","casino-gaming","15992"
"25813","not_found","http://your-naughtiest-pet.meetup.com/","0","Your Naughtiest Pet","your-naughtiest-pet","53052"
"25821","not_found","http://american-sign-language-classes.meetup.com/","8630","American Sign Language Classes","american-sign-language-classes","10454"
"25822","not_found","http://baby-sign-language.meetup.com/","2801","Baby Sign Language","baby-sign-language","10454"
"25847","not_found","http://kung-fu-movies.meetup.com/","48","Kung Fu Movies","kung-fu-movies","1201"
"25848","not_found","http://movie-classics.meetup.com/","6793","Movie Classics","movie-classics","1201"
"25849","not_found","http://new-kung-fu-movies.meetup.com/","0","New Kung Fu Movies","new-kung-fu-movies","1201"
"25866","not_found","http://action-sports.meetup.com/","393","Action Sports","action-sports","10451"
"25909","not_found","http://educational-supportive-proactive-banders.meetup.com/","0","Educational, Supportive, Proactive Banders","educational-supportive-proactive-banders","8476"
"25970","not_found","http://childrens-art-education.meetup.com/","2502","Childrens Art Education","childrens-art-education","8476"
"25984","not_found","http://spiritual-workshops.meetup.com/","221","Spiritual Workshops","spiritual-workshops","10290"
"25999","not_found","http://digital-photography-mastering-your-art.meetup.com/","2005","Digital Photography Mastering your Art","digital-photography-mastering-your-art","223"
"26002","not_found","http://editorial-photography.meetup.com/","1378","Editorial Photography","editorial-photography","223"
"26027","not_found","http://recycled-crafts.meetup.com/","4289","Recycled Crafts","recycled-crafts","10099"
"26036","not_found","http://expecting-new-neighborhood-parents.meetup.com/","0","Expecting, New, & Neighborhood Parents","expecting-new-neighborhood-parents","10333"
"26054","not_found","http://tea-education.meetup.com/","8002","Tea Education","tea-education","8476"
"26060","not_found","http://italian-music.meetup.com/","5384","Italian Music","italian-music","15018"
"26082","not_found","http://pop-music.meetup.com/","22996","Pop Music","pop-music","15018"
"26105","not_found","http://music-blues-rock-and-promising-musicians.meetup.com/","79","Music, Blues, Rock & Promising Musicians","music-blues-rock-and-promising-musicians","15018"
"26107","not_found","http://parenting-resources.meetup.com/","38","Parenting Resources","parenting-resources","10333"
"26111","not_found","http://photography-on-location-using-natural-light.meetup.com/","11666","Photography on Location-Using Natural Light.","photography-on-location-using-natural-light","223"
"26113","not_found","http://models-photo-testing-for-their-portfolio.meetup.com/","3414","Models Photo Testing for their Portfolio","models-photo-testing-for-their-portfolio","223"
"26120","not_found","http://mind-body-wellness.meetup.com/","225845","Mind Body Wellness","mind-body-wellness","10306"
"26133","not_found","http://voip-and-technology.meetup.com/","9220","VoIP and Technology","voip-and-technology","9696"
"26157","not_found","http://parents-with-young-children.meetup.com/","2718","Parents With Young Children","parents-with-young-children","10333"
"26170","not_found","http://jazz-music.meetup.com/","25512","Jazz Music","jazz-music","15018"
"26212","not_found","http://language-exchange.meetup.com/","3554566","Language Exchange","language-exchange","10454"
"26217","not_found","http://business-to-business-network-marketing.meetup.com/","158371","Business to Business Network Marketing","business-to-business-network-marketing","15236"
"26256","not_found","http://parents-of-teenagers.meetup.com/","3269","Parents of Teenagers","parents-of-teenagers","10333"
"26260","not_found","http://dallas-cowboys-meetup-group-for-games.meetup.com/","6127","Dallas Cowboys Meetup Group for Games","dallas-cowboys-meetup-group-for-games","15992"
"26268","not_found","http://exercising-women-who-love-the-outdoors.meetup.com/","0","Exercising Women Who Love The Outdoors","exercising-women-who-love-the-outdoors","15046"
"26276","not_found","http://film-music-design-writing-photography.meetup.com/","63","Film, Music, Design, Writing & Photography","film-music-design-writing-photography","15018"
"26281","not_found","http://speech-language-pathology.meetup.com/","2341","Speech Language Pathology","speech-language-pathology","10454"
"26299","not_found","http://foster-parents.meetup.com/","763","Foster Parents","foster-parents","10333"
"26324","not_found","http://educational-playgroup.meetup.com/","502","Educational Playgroup","educational-playgroup","8476"
"26325","not_found","http://food-photography.meetup.com/","38913","Food Photography","food-photography","223"
"26328","not_found","http://lawn-games.meetup.com/","0","Lawn Games","lawn-games","15992"
"26382","not_found","http://dual-sport.meetup.com/","11771","Dual Sport","dual-sport","10451"
"26389","not_found","http://arts-crafts-for-kids.meetup.com/","11911","Arts & Crafts for Kids","arts-crafts-for-kids","10099"
"26395","not_found","http://autism-parents.meetup.com/","228","Autism Parents","autism-parents","10333"
"26405","not_found","http://traveling-single-parents.meetup.com/","402","Traveling Single Parents","traveling-single-parents","10333"
"26406","not_found","http://single-parent-day-trips.meetup.com/","10560","Single Parent Day Trips","single-parent-day-trips","10333"
"26451","not_found","http://parents-of-school-aged-children.meetup.com/","685","Parents of School Aged Children","parents-of-school-aged-children","10333"
"26452","not_found","http://single-parents-and-kids.meetup.com/","36494","Single Parents and Kids","single-parents-and-kids","10333"
"26476","not_found","http://ski-movie-fans.meetup.com/","0","Ski Movie Fans","ski-movie-fans","1201"
"26524","not_found","http://parents-of-tweens.meetup.com/","10937","Parents of Tweens","parents-of-tweens","10333"
"26533","not_found","http://parents-of-children-with-all-types-of-diseases.meetup.com/","20","Parents of Children with all Types of Disease's","parents-of-children-with-all-types-of-diseases","10333"
"26534","not_found","http://parents-support-group-for-children-with-illness.meetup.com/","0","Parents Support Group for Children with Illness","parents-support-group-for-children-with-illness","10333"
"26536","not_found","http://irish-music.meetup.com/","23474","Irish Music","irish-music","15018"
"26537","not_found","http://irish-sport.meetup.com/","10240","Irish Sport","irish-sport","10451"
"26548","not_found","http://educated-activists.meetup.com/","92","Educated Activists","educated-activists","8476"
"26567","not_found","http://art-walks-and-tours.meetup.com/","209143","Art Walks and Tours","art-walks-and-tours","1502"
"26587","not_found","http://metaphysical-movie-nights.meetup.com/","1518","Metaphysical Movie Nights","metaphysical-movie-nights","1201"
"26618","not_found","http://spiritualism-meditation-taoist.meetup.com/","0","Spiritualism,Meditation,Taoist,","spiritualism-meditation-taoist","10290"
"26631","not_found","http://seniors-social.meetup.com/","95268","Seniors Social","seniors-social","10581"
"26642","not_found","http://business-education.meetup.com/","19815","Business Education","business-education","8476"
"26643","not_found","http://social-entrepreneurship.meetup.com/","901584","Social Entrepreneurship","social-entrepreneurship","10581"
"26653","not_found","http://parents-of-only-children.meetup.com/","200","Parents of Only Children","parents-of-only-children","10333"
"26659","not_found","http://cover-letter-help-resume-writing-help-interviews.meetup.com/","101","Cover Letter Help, Resume Writing Help, Interviews","cover-letter-help-resume-writing-help-interviews","16728"
"26660","not_found","http://resume-writing-help-job-interview-practice.meetup.com/","0","Resume Writing Help, Job Interview Practice","resume-writing-help-job-interview-practice","16728"
"26661","not_found","http://cover-letters-resume-writing-practice-interviews.meetup.com/","675","Cover Letters, Resume Writing, Practice Interviews","cover-letters-resume-writing-practice-interviews","16728"
"26663","not_found","http://video-job-interview-practice-resume-writing-help.meetup.com/","0","Video Job Interview Practice, Resume Writing, Help","video-job-interview-practice-resume-writing-help","16728"
"26682","not_found","http://movie-production.meetup.com/","31002","Movie Production","movie-production","1201"
"26683","not_found","http://how-to-make-a-movie.meetup.com/","12971","How to Make a Movie","how-to-make-a-movie","1201"
"26701","not_found","http://mental-wellness-challenges.meetup.com/","0","Mental Wellness Challenges","mental-wellness-challenges","10306"
"26733","not_found","http://night-life-social-movies-fun-games-night.meetup.com/","161106","Night Life, Social, Movies, Fun & Games Night","night-life-social-movies-fun-games-night","1201"
"26755","not_found","http://spiritual-transformative-experiences.meetup.com/","5307","Spiritual Transformative Experiences","spiritual-transformative-experiences","10290"
"26788","not_found","http://christian-business-networking.meetup.com/","4637","christian business networking","christian-business-networking","15236"
"26793","not_found","http://pet-first-aid.meetup.com/","1364","Pet First Aid","pet-first-aid","53052"
"26812","not_found","http://wellness-consultants-beauty-consultants.meetup.com/","0","Wellness Consultants, Beauty Consultants","wellness-consultants-beauty-consultants","10306"
